air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,type
2.4,37.65,0.7,28.0,1372.0,56.24,3.96,3
5.67,60.99,0.7,66.0,3239.0,76.99,5.0,3
4.94,55.81,0.7,57.0,2825.0,72.39,4.77,3
4.8,54.8,0.7,56.0,2744.0,71.49,4.72,3
3.51,45.6,0.7,41.0,2008.0,63.31,4.32,3
5.11,56.98,0.7,59.0,2918.0,73.42,4.82,3
3.11,42.69,0.7,36.0,1775.0,60.72,4.19,3
5.58,60.36,0.7,65.0,3189.0,76.43,4.97,3
4.87,55.29,0.7,56.0,2783.0,71.92,4.75,3
6.02,63.53,0.7,70.0,3442.0,79.24,5.11,3
6.1,64.05,0.7,71.0,3484.0,79.71,5.14,3
5.87,62.45,0.7,68.0,3356.0,78.29,5.06,3
4.56,53.05,0.7,53.0,2604.0,69.93,4.65,3
2.25,36.6,0.7,26.0,1288.0,55.31,3.92,3
3.74,47.19,0.7,43.0,2135.0,64.72,4.39,3
5.45,59.43,0.7,63.0,3114.0,75.6,4.93,3
3.09,42.58,0.7,36.0,1766.0,60.62,4.18,3
4.65,53.71,0.7,54.0,2657.0,70.52,4.68,3
2.46,38.04,0.7,28.0,1403.0,56.59,3.98,3
4.53,52.86,0.7,52.0,2589.0,69.77,4.64,3
2.91,41.25,0.7,34.0,1660.0,59.44,4.12,3
6.01,63.4,0.7,70.0,3432.0,79.13,5.11,3
5.03,56.41,0.7,58.0,2873.0,72.92,4.8,3
5.93,62.89,0.7,69.0,3391.0,78.68,5.08,3
3.34,44.35,0.7,39.0,1908.0,62.2,4.26,3
4.78,54.65,0.7,55.0,2732.0,71.36,4.72,3
2.54,38.66,0.7,29.0,1453.0,57.14,4.01,3
3.1,42.63,0.7,36.0,1770.0,60.67,4.18,3
3.09,42.6,0.7,36.0,1768.0,60.64,4.18,3
3.1,42.68,0.7,36.0,1774.0,60.71,4.19,3
2.49,38.3,0.7,29.0,1424.0,56.82,3.99,3
3.35,44.4,0.7,39.0,1912.0,62.24,4.26,3
3.49,45.43,0.7,40.0,1994.0,63.16,4.31,3
2.5,38.38,0.7,29.0,1430.0,56.89,3.99,3
5.87,62.44,0.7,68.0,3355.0,78.28,5.06,3
3.67,46.74,0.7,43.0,2099.0,64.32,4.37,3
2.89,41.11,0.7,33.0,1649.0,59.32,4.12,3
4.21,50.58,0.7,49.0,2406.0,67.73,4.54,3
5.05,56.56,0.7,59.0,2885.0,73.06,4.8,3
3.49,45.46,0.7,40.0,1997.0,63.19,4.31,3
5.22,57.76,0.7,60.0,2981.0,74.12,4.86,3
5.34,58.61,0.7,62.0,3049.0,74.88,4.89,3
5.66,60.96,0.7,66.0,3237.0,76.97,5.0,3
5.58,60.38,0.7,65.0,3190.0,76.44,4.97,3
3.45,45.16,0.7,40.0,1973.0,62.92,4.3,3
5.73,61.44,0.7,66.0,3275.0,77.39,5.02,3
4.43,52.13,0.7,51.0,2530.0,69.11,4.61,3
3.19,43.26,0.7,37.0,1821.0,61.23,4.21,3
3.62,46.34,0.7,42.0,2067.0,63.97,4.35,3
2.58,38.95,0.7,30.0,1476.0,57.4,4.02,3
5.82,62.1,0.7,67.0,3328.0,77.98,5.05,3
5.15,57.31,0.7,60.0,2945.0,73.72,4.84,3
2.36,37.34,0.7,27.0,1347.0,55.97,3.95,3
5.75,61.55,0.7,67.0,3284.0,77.49,5.02,3
5.82,62.08,0.7,67.0,3326.0,77.96,5.05,3
3.8,47.66,0.7,44.0,2173.0,65.14,4.41,3
2.19,36.16,0.7,25.0,1253.0,54.92,3.9,3
4.38,51.79,0.7,51.0,2503.0,68.81,4.59,3
2.36,37.35,0.7,27.0,1348.0,55.98,3.95,3
5.18,57.53,0.7,60.0,2962.0,73.91,4.85,3
2.43,37.85,0.7,28.0,1388.0,56.42,3.97,3
3.46,45.21,0.7,40.0,1977.0,62.97,4.3,3
4.2,50.49,0.7,49.0,2399.0,67.66,4.53,3
2.11,35.55,0.7,24.0,1204.0,54.38,3.87,3
4.87,55.31,0.7,56.0,2785.0,71.94,4.75,3
4.07,49.54,0.7,47.0,2323.0,66.81,4.49,3
3.58,46.06,0.7,41.0,2045.0,63.72,4.34,3
2.95,41.6,0.7,34.0,1688.0,59.76,4.14,3
4.17,50.28,0.7,48.0,2382.0,67.47,4.52,3
4.31,51.3,0.7,50.0,2464.0,68.38,4.57,3
3.81,47.69,0.7,44.0,2175.0,65.17,4.41,3
4.45,52.26,0.7,52.0,2541.0,69.23,4.61,3
3.09,42.58,0.7,36.0,1766.0,60.62,4.18,3
5.48,59.65,0.7,64.0,3132.0,75.8,4.94,3
3.3,44.09,0.7,38.0,1887.0,61.97,4.25,3
4.44,52.2,0.7,51.0,2536.0,69.18,4.61,3
4.21,50.59,0.7,49.0,2407.0,67.74,4.54,3
2.24,36.51,0.7,26.0,1281.0,55.23,3.91,3
5.32,58.49,0.7,62.0,3039.0,74.77,4.89,3
5.67,60.98,0.7,66.0,3238.0,76.98,5.0,3
3.76,47.38,0.7,44.0,2150.0,64.89,4.39,3
4.46,52.36,0.7,52.0,2549.0,69.32,4.62,3
2.42,37.81,0.7,28.0,1385.0,56.39,3.97,3
3.11,42.74,0.7,36.0,1779.0,60.77,4.19,3
2.43,37.86,0.7,28.0,1389.0,56.43,3.97,3
5.88,62.48,0.7,68.0,3358.0,78.31,5.07,3
5.33,58.58,0.7,62.0,3046.0,74.84,4.89,3
4.0,49.09,0.7,46.0,2287.0,66.41,4.47,3
5.58,60.39,0.7,65.0,3191.0,76.46,4.97,3
5.41,59.18,0.7,63.0,3094.0,75.38,4.92,3
5.29,58.29,0.7,61.0,3023.0,74.59,4.88,3
5.99,63.25,0.7,69.0,3420.0,79.0,5.1,3
5.75,61.58,0.7,67.0,3286.0,77.51,5.03,3
3.26,43.75,0.7,38.0,1860.0,61.67,4.23,3
5.14,57.24,0.7,60.0,2939.0,73.66,4.83,3
4.96,55.95,0.7,58.0,2836.0,72.51,4.78,3
3.8,47.64,0.7,44.0,2171.0,65.12,4.41,3
4.45,52.3,0.7,52.0,2544.0,69.27,4.61,3
4.62,53.53,0.7,54.0,2642.0,70.36,4.67,3
6.15,64.4,0.7,71.0,3512.0,80.02,5.15,3
5.2,57.64,0.7,60.0,2971.0,74.01,4.85,3
5.7,61.19,0.7,66.0,3255.0,77.17,5.01,3
5.5,59.81,0.7,64.0,3145.0,75.94,4.95,3
3.36,44.51,0.7,39.0,1921.0,62.34,4.27,3
4.34,51.51,0.7,50.0,2481.0,68.57,4.58,3
2.24,36.49,0.7,26.0,1279.0,55.21,3.91,3
2.42,37.79,0.7,28.0,1383.0,56.37,3.97,3
3.93,48.6,0.7,46.0,2248.0,65.98,4.45,3
5.06,56.64,0.7,59.0,2891.0,73.12,4.81,3
3.37,44.6,0.7,39.0,1928.0,62.42,4.27,3
2.29,36.83,0.7,26.0,1306.0,55.51,3.93,3
6.03,63.56,0.7,70.0,3445.0,79.28,5.11,3
5.86,62.39,0.7,68.0,3351.0,78.23,5.06,3
5.79,61.88,0.7,67.0,3310.0,77.78,5.04,3
3.3,44.09,0.7,38.0,1887.0,61.97,4.25,3
2.89,41.13,0.7,33.0,1650.0,59.33,4.12,3
5.58,60.38,0.7,65.0,3190.0,76.44,4.97,3
3.88,48.19,0.7,45.0,2215.0,65.61,4.43,3
5.86,62.38,0.7,68.0,3350.0,78.22,5.06,3
2.27,36.69,0.7,26.0,1295.0,55.39,3.92,3
4.98,56.06,0.7,58.0,2845.0,72.61,4.78,3
4.05,49.4,0.7,47.0,2312.0,66.69,4.48,3
4.27,51.0,0.7,49.0,2440.0,68.11,4.56,3
2.42,37.78,0.7,28.0,1382.0,56.36,3.97,3
3.43,44.98,0.7,40.0,1958.0,62.76,4.29,3
3.57,46.03,0.7,41.0,2042.0,63.69,4.33,3
5.91,62.7,0.7,68.0,3376.0,78.51,5.08,3
3.58,46.08,0.7,41.0,2046.0,63.73,4.34,3
3.37,44.59,0.7,39.0,1927.0,62.41,4.27,3
2.76,40.2,0.7,32.0,1576.0,58.51,4.08,3
3.84,47.96,0.7,45.0,2197.0,65.41,4.42,3
3.74,47.24,0.7,43.0,2139.0,64.77,4.39,3
5.33,58.54,0.7,62.0,3043.0,74.81,4.89,3
4.1,49.79,0.7,48.0,2343.0,67.03,4.5,3
3.61,46.3,0.7,42.0,2064.0,63.93,4.35,3
3.21,43.46,0.7,37.0,1837.0,61.41,4.22,3
4.21,50.56,0.7,49.0,2405.0,67.72,4.54,3
3.09,42.6,0.7,36.0,1768.0,60.64,4.18,3
5.55,60.18,0.7,64.0,3174.0,76.27,4.96,3
6.2,64.78,0.7,72.0,3542.0,80.36,5.17,3
3.09,42.6,0.7,36.0,1768.0,60.64,4.18,3
5.22,57.8,0.7,61.0,2984.0,74.16,4.86,3
2.4,37.61,0.7,28.0,1369.0,56.21,3.96,3
4.97,55.99,0.7,58.0,2839.0,72.54,4.78,3
2.18,36.08,0.7,25.0,1246.0,54.84,3.89,3
4.49,52.54,0.7,52.0,2563.0,69.48,4.62,3
2.45,38.0,0.7,28.0,1400.0,56.56,3.98,3
4.6,53.38,0.7,53.0,2630.0,70.22,4.66,3
5.89,62.56,0.7,68.0,3365.0,78.39,5.07,3
3.66,46.68,0.7,42.0,2094.0,64.27,4.36,3
6.07,63.85,0.7,70.0,3468.0,79.53,5.13,3
2.54,38.64,0.7,29.0,1451.0,57.12,4.01,3
5.64,60.76,0.7,65.0,3221.0,76.79,4.99,3
4.73,54.25,0.7,55.0,2700.0,71.0,4.7,3
4.31,51.3,0.7,50.0,2464.0,68.38,4.57,3
4.91,55.6,0.7,57.0,2808.0,72.2,4.76,3
4.11,49.85,0.7,48.0,2348.0,67.09,4.5,3
6.2,64.79,0.7,72.0,3543.0,80.37,5.17,3
2.97,41.73,0.7,34.0,1698.0,59.87,4.14,3
2.14,35.8,0.7,25.0,1224.0,54.6,3.88,3
4.87,55.3,0.7,56.0,2784.0,71.93,4.75,3
6.07,63.83,0.7,70.0,3466.0,79.51,5.13,3
2.57,38.86,0.7,30.0,1469.0,57.32,4.02,3
4.87,55.31,0.7,56.0,2785.0,71.94,4.75,3
4.88,55.34,0.7,57.0,2787.0,71.97,4.75,3
3.71,46.99,0.7,43.0,2119.0,64.54,4.38,3
5.96,63.06,0.7,69.0,3405.0,78.83,5.09,3
2.47,38.11,0.7,29.0,1409.0,56.66,3.98,3
4.83,55.0,0.7,56.0,2760.0,71.67,4.73,3
3.64,46.49,0.7,42.0,2079.0,64.1,4.36,3
4.03,49.26,0.7,47.0,2301.0,66.57,4.48,3
4.39,51.89,0.7,51.0,2511.0,68.9,4.6,3
5.34,58.64,0.7,62.0,3051.0,74.9,4.9,3
5.56,60.24,0.7,64.0,3179.0,76.32,4.97,3
6.06,63.81,0.7,70.0,3465.0,79.5,5.13,3
5.12,57.08,0.7,59.0,2926.0,73.51,4.83,3
4.58,53.2,0.7,53.0,2616.0,70.07,4.65,3
6.05,63.71,0.7,70.0,3457.0,79.41,5.12,3
2.83,40.69,0.7,33.0,1615.0,58.94,4.1,3
6.19,64.71,0.7,72.0,3537.0,80.3,5.17,3
2.43,37.89,0.7,28.0,1391.0,56.46,3.97,3
5.26,58.1,0.7,61.0,3008.0,74.42,4.87,3
3.38,44.65,0.7,39.0,1932.0,62.47,4.27,3
4.35,51.55,0.7,50.0,2484.0,68.6,4.58,3
4.25,50.84,0.7,49.0,2427.0,67.97,4.55,3
4.27,51.01,0.7,49.0,2441.0,68.12,4.56,3
2.23,36.41,0.7,26.0,1273.0,55.14,3.91,3
5.16,57.39,0.7,60.0,2951.0,73.79,4.84,3
3.78,47.53,0.7,44.0,2162.0,65.02,4.4,3
6.18,64.63,0.7,72.0,3530.0,80.22,5.16,3
5.24,57.9,0.7,61.0,2992.0,74.24,4.86,3
2.5,38.34,0.7,29.0,1427.0,56.86,3.99,3
2.28,36.76,0.7,26.0,1301.0,55.46,3.92,3
2.28,36.8,0.7,26.0,1304.0,55.49,3.92,3
5.82,62.09,0.7,67.0,3327.0,77.97,5.05,3
2.31,37.03,0.7,27.0,1322.0,55.69,3.93,3
2.86,40.96,0.7,33.0,1637.0,59.19,4.11,3
6.16,64.49,0.7,71.0,3519.0,80.1,5.16,3
4.03,49.3,0.7,47.0,2304.0,66.6,4.48,3
4.47,52.44,0.7,52.0,2555.0,69.39,4.62,3
5.08,56.79,0.7,59.0,2903.0,73.26,4.81,3
5.43,59.28,0.7,63.0,3102.0,75.47,4.92,3
2.24,36.51,0.7,26.0,1281.0,55.23,3.91,3
5.55,60.14,0.7,64.0,3171.0,76.23,4.96,3
5.99,63.3,0.7,69.0,3424.0,79.04,5.1,3
4.6,53.39,0.7,53.0,2631.0,70.23,4.66,3
5.18,57.5,0.7,60.0,2960.0,73.89,4.84,3
5.96,63.05,0.7,69.0,3404.0,78.82,5.09,3
3.32,44.19,0.7,38.0,1895.0,62.06,4.25,3
3.89,48.26,0.7,45.0,2221.0,65.68,4.43,3
2.63,39.3,0.7,30.0,1504.0,57.71,4.04,3
5.59,60.46,0.7,65.0,3197.0,76.52,4.98,3
5.76,61.68,0.7,67.0,3294.0,77.6,5.03,3
3.49,45.43,0.7,40.0,1994.0,63.16,4.31,3
3.2,43.36,0.7,37.0,1829.0,61.32,4.22,3
2.92,41.35,0.7,34.0,1668.0,59.53,4.13,3
5.25,57.99,0.7,61.0,2999.0,74.32,4.87,3
5.7,61.23,0.7,66.0,3258.0,77.2,5.01,3
4.46,52.35,0.7,52.0,2548.0,69.31,4.62,3
4.48,52.49,0.7,52.0,2559.0,69.43,4.62,3
2.2,36.21,0.7,25.0,1257.0,54.97,3.9,3
2.12,35.65,0.7,25.0,1212.0,54.47,3.87,3
5.37,58.85,0.7,62.0,3068.0,75.09,4.9,3
4.12,49.9,0.7,48.0,2352.0,67.13,4.51,3
3.13,42.88,0.7,36.0,1790.0,60.89,4.19,3
4.72,54.24,0.7,55.0,2699.0,70.99,4.7,3
5.49,59.74,0.7,64.0,3139.0,75.88,4.94,3
2.77,40.29,0.7,32.0,1583.0,58.59,4.08,3
3.97,48.88,0.7,46.0,2270.0,66.22,4.46,3
3.68,46.75,0.7,43.0,2100.0,64.33,4.37,3
2.38,37.51,0.7,28.0,1361.0,56.12,3.96,3
3.18,43.24,0.7,37.0,1819.0,61.21,4.21,3
3.49,45.4,0.7,40.0,1992.0,63.13,4.31,3
6.15,64.45,0.7,71.0,3516.0,80.07,5.15,3
3.5,45.48,0.7,41.0,1998.0,63.2,4.31,3
3.48,45.36,0.7,40.0,1989.0,63.1,4.31,3
5.0,56.2,0.7,58.0,2856.0,72.73,4.79,3
5.01,56.26,0.7,58.0,2861.0,72.79,4.79,3
2.5,38.36,0.7,29.0,1429.0,56.88,3.99,3
4.77,54.56,0.7,55.0,2725.0,71.28,4.71,3
5.51,59.86,0.7,64.0,3149.0,75.99,4.95,3
3.11,42.7,0.7,36.0,1776.0,60.73,4.19,3
5.46,59.51,0.7,63.0,3121.0,75.68,4.93,3
3.14,42.95,0.7,36.0,1796.0,60.96,4.2,3
1.2,35.93,0.7,15.57,1274.0,54.16,2.71,4
1.26,36.73,0.7,16.35,1338.0,54.87,2.74,4
2.48,52.85,0.7,32.12,2628.0,69.2,3.46,4
1.69,42.34,0.7,21.84,1787.0,59.86,2.99,4
1.95,45.81,0.7,25.24,2065.0,62.94,3.15,4
1.84,44.35,0.7,23.81,1948.0,61.64,3.08,4
1.77,43.38,0.7,22.86,1870.0,60.78,3.04,4
1.34,37.75,0.7,17.36,1420.0,55.78,2.79,4
1.97,46.05,0.7,25.47,2084.0,63.16,3.16,4
1.86,44.64,0.7,24.09,1971.0,61.9,3.1,4
1.78,43.58,0.7,23.05,1886.0,60.96,3.05,4
1.99,46.34,0.7,25.75,2107.0,63.41,3.17,4
1.32,37.46,0.7,17.07,1397.0,55.52,2.78,4
1.63,41.54,0.7,21.06,1723.0,59.14,2.96,4
1.58,40.89,0.7,20.42,1671.0,58.57,2.93,4
1.75,43.14,0.7,22.62,1851.0,60.57,3.03,4
1.71,42.6,0.7,22.1,1808.0,60.09,3.0,4
2.89,58.23,0.7,37.38,3058.0,73.98,3.7,4
2.04,47.01,0.7,26.41,2161.0,64.01,3.2,4
1.84,44.38,0.7,23.83,1950.0,61.67,3.08,4
2.03,46.83,0.7,26.23,2146.0,63.84,3.19,4
1.36,38.06,0.7,17.66,1445.0,56.06,2.8,4
1.82,44.11,0.7,23.58,1929.0,61.43,3.07,4
2.77,56.63,0.7,35.81,2930.0,72.56,3.63,4
1.28,36.9,0.7,16.52,1352.0,55.02,2.75,4
3.23,62.76,0.7,41.81,3421.0,78.01,3.9,4
2.07,47.35,0.7,26.74,2188.0,64.31,3.22,4
1.34,37.76,0.7,17.37,1421.0,55.79,2.79,4
2.25,49.83,0.7,29.16,2386.0,66.51,3.33,4
1.37,38.14,0.7,17.73,1451.0,56.12,2.81,4
2.98,59.5,0.7,38.62,3160.0,75.11,3.76,4
1.57,40.84,0.7,20.37,1667.0,58.52,2.93,4
2.59,54.29,0.7,33.53,2743.0,70.48,3.52,4
1.28,36.95,0.7,16.57,1356.0,55.07,2.75,4
1.54,40.39,0.7,19.93,1631.0,58.12,2.91,4
2.76,56.58,0.7,35.76,2926.0,72.51,3.63,4
1.72,42.78,0.7,22.27,1822.0,60.24,3.01,4
1.61,41.26,0.7,20.79,1701.0,58.9,2.95,4
2.98,59.49,0.7,38.61,3159.0,75.1,3.76,4
1.83,44.26,0.7,23.72,1941.0,61.57,3.08,4
2.28,50.11,0.7,29.44,2409.0,66.77,3.34,4
2.69,55.66,0.7,34.87,2853.0,71.7,3.59,4
3.33,64.03,0.7,43.05,3522.0,79.13,3.96,4
1.78,43.58,0.7,23.05,1886.0,60.96,3.05,4
1.89,45.06,0.7,24.51,2005.0,62.28,3.11,4
1.93,45.58,0.7,25.01,2046.0,62.73,3.14,4
2.53,53.43,0.7,32.68,2674.0,69.71,3.49,4
1.87,44.79,0.7,24.24,1983.0,62.03,3.1,4
1.89,44.98,0.7,24.42,1998.0,62.2,3.11,4
2.25,49.74,0.7,29.08,2379.0,66.43,3.32,4
2.93,58.83,0.7,37.96,3106.0,74.51,3.73,4
3.35,64.29,0.7,43.3,3543.0,79.37,3.97,4
2.93,58.83,0.7,37.96,3106.0,74.51,3.73,4
1.74,43.06,0.7,22.55,1845.0,60.5,3.03,4
2.71,55.88,0.7,35.08,2870.0,71.89,3.59,4
2.69,55.66,0.7,34.87,2853.0,71.7,3.59,4
1.19,35.73,0.7,15.38,1258.0,53.98,2.7,4
1.34,37.78,0.7,17.38,1422.0,55.8,2.79,4
2.75,56.43,0.7,35.62,2914.0,72.38,3.62,4
3.26,63.13,0.7,42.17,3450.0,78.33,3.92,4
2.87,58.03,0.7,37.18,3042.0,73.8,3.69,4
2.35,51.06,0.7,30.37,2485.0,67.61,3.38,4
2.65,55.08,0.7,34.3,2806.0,71.18,3.56,4
2.11,47.96,0.7,27.34,2237.0,64.86,3.24,4
2.33,50.83,0.7,30.14,2466.0,67.4,3.37,4
3.23,62.74,0.7,41.79,3419.0,77.99,3.9,4
1.35,37.86,0.7,17.47,1429.0,55.88,2.79,4
1.65,41.86,0.7,21.38,1749.0,59.43,2.97,4
1.94,45.65,0.7,25.08,2052.0,62.8,3.14,4
2.92,58.69,0.7,37.83,3095.0,74.39,3.72,4
3.21,62.54,0.7,41.59,3403.0,77.81,3.89,4
3.05,60.35,0.7,39.45,3228.0,75.87,3.79,4
2.37,51.43,0.7,30.73,2514.0,67.93,3.4,4
1.55,40.5,0.7,20.04,1640.0,58.22,2.91,4
2.31,50.64,0.7,29.96,2451.0,67.23,3.36,4
3.14,61.51,0.7,40.59,3321.0,76.9,3.85,4
2.85,57.66,0.7,36.83,3013.0,73.48,3.67,4
1.58,40.89,0.7,20.42,1671.0,58.57,2.93,4
2.85,57.76,0.7,36.92,3021.0,73.57,3.68,4
2.79,56.91,0.7,36.09,2953.0,72.81,3.64,4
3.37,64.55,0.7,43.56,3564.0,79.6,3.98,4
1.44,39.03,0.7,18.6,1522.0,56.91,2.85,4
2.62,54.66,0.7,33.89,2773.0,70.81,3.54,4
2.01,46.54,0.7,25.95,2123.0,63.59,3.18,4
1.89,45.08,0.7,24.52,2006.0,62.29,3.11,4
3.32,63.89,0.7,42.91,3511.0,79.01,3.95,4
2.8,57.1,0.7,36.28,2968.0,72.98,3.65,4
2.0,46.44,0.7,25.85,2115.0,63.5,3.18,4
2.6,54.39,0.7,33.62,2751.0,70.57,3.53,4
2.36,51.25,0.7,30.56,2500.0,67.78,3.39,4
1.73,42.86,0.7,22.35,1829.0,60.32,3.02,4
1.43,38.88,0.7,18.46,1510.0,56.78,2.84,4
2.8,57.05,0.7,36.23,2964.0,72.93,3.65,4
1.65,41.89,0.7,21.4,1751.0,59.46,2.97,4
1.32,37.53,0.7,17.14,1402.0,55.58,2.78,4
3.02,59.99,0.7,39.1,3199.0,75.54,3.78,4
1.44,39.1,0.7,18.68,1528.0,56.98,2.85,4
1.21,36.05,0.7,15.69,1284.0,54.27,2.71,4
1.48,39.54,0.7,19.1,1563.0,57.37,2.87,4
2.2,49.16,0.7,28.51,2333.0,65.92,3.3,4
1.4,38.49,0.7,18.08,1479.0,56.43,2.82,4
1.85,44.45,0.7,23.91,1956.0,61.73,3.09,4
3.25,63.06,0.7,42.11,3445.0,78.28,3.91,4
2.08,47.55,0.7,26.94,2204.0,64.49,3.22,4
3.0,59.73,0.7,38.84,3178.0,75.31,3.77,4
2.13,48.23,0.7,27.6,2258.0,65.09,3.25,4
1.76,43.3,0.7,22.78,1864.0,60.71,3.04,4
1.67,42.1,0.7,21.61,1768.0,59.64,2.98,4
2.22,49.44,0.7,28.78,2355.0,66.17,3.31,4
2.57,53.96,0.7,33.21,2717.0,70.19,3.51,4
3.27,63.28,0.7,42.31,3462.0,78.47,3.92,4
1.33,37.56,0.7,17.17,1405.0,55.61,2.78,4
2.86,57.89,0.7,37.05,3031.0,73.68,3.68,4
2.24,49.61,0.7,28.95,2369.0,66.32,3.32,4
1.16,35.3,0.7,14.96,1224.0,53.6,2.68,4
1.23,36.34,0.7,15.97,1307.0,54.52,2.73,4
1.6,41.14,0.7,20.67,1691.0,58.79,2.94,4
1.25,36.58,0.7,16.21,1326.0,54.73,2.74,4
3.26,63.18,0.7,42.22,3454.0,78.38,3.92,4
3.27,63.28,0.7,42.31,3462.0,78.47,3.92,4
3.2,62.35,0.7,41.41,3388.0,77.64,3.88,4
1.25,36.54,0.7,16.17,1323.0,54.7,2.74,4
2.04,46.95,0.7,26.35,2156.0,63.96,3.2,4
2.72,55.94,0.7,35.14,2875.0,71.94,3.6,4
2.02,46.69,0.7,26.09,2135.0,63.72,3.19,4
1.96,45.93,0.7,25.35,2074.0,63.04,3.15,4
2.12,48.04,0.7,27.41,2243.0,64.92,3.25,4
1.82,44.13,0.7,23.59,1930.0,61.44,3.07,4
2.13,48.24,0.7,27.61,2259.0,65.1,3.26,4
3.06,60.5,0.7,39.6,3240.0,76.0,3.8,4
1.78,43.58,0.7,23.05,1886.0,60.96,3.05,4
3.18,62.14,0.7,41.2,3371.0,77.46,3.87,4
2.82,57.26,0.7,36.43,2981.0,73.12,3.66,4
1.67,42.09,0.7,21.6,1767.0,59.63,2.98,4
1.5,39.9,0.7,19.46,1592.0,57.69,2.88,4
1.91,45.26,0.7,24.7,2021.0,62.46,3.12,4
2.9,58.33,0.7,37.47,3066.0,74.07,3.7,4
3.32,63.88,0.7,42.9,3510.0,79.0,3.95,4
2.01,46.64,0.7,26.05,2131.0,63.68,3.18,4
2.26,49.85,0.7,29.19,2388.0,66.53,3.33,4
1.24,36.35,0.7,15.99,1308.0,54.53,2.73,4
2.85,57.73,0.7,36.89,3018.0,73.53,3.68,4
1.72,42.83,0.7,22.32,1826.0,60.29,3.01,4
1.16,35.31,0.7,14.97,1225.0,53.61,2.68,4
2.3,50.38,0.7,29.7,2430.0,67.0,3.35,4
3.05,60.43,0.7,39.53,3234.0,75.93,3.8,4
2.09,47.66,0.7,27.05,2213.0,64.59,3.23,4
2.03,46.84,0.7,26.24,2147.0,63.86,3.19,4
2.4,51.79,0.7,31.08,2543.0,68.26,3.41,4
2.05,47.18,0.7,26.57,2174.0,64.16,3.21,4
1.96,45.88,0.7,25.3,2070.0,63.0,3.15,4
3.32,63.88,0.7,42.9,3510.0,79.0,3.95,4
2.01,46.54,0.7,25.95,2123.0,63.59,3.18,4
3.23,62.78,0.7,41.82,3422.0,78.02,3.9,4
2.21,49.3,0.7,28.65,2344.0,66.04,3.3,4
3.2,62.39,0.7,41.45,3391.0,77.68,3.88,4
1.6,41.11,0.7,20.64,1689.0,58.77,2.94,4
2.66,55.15,0.7,34.37,2812.0,71.24,3.56,4
3.08,60.81,0.7,39.91,3265.0,76.28,3.81,4
2.67,55.35,0.7,34.56,2828.0,71.42,3.57,4
2.2,49.06,0.7,28.42,2325.0,65.83,3.29,4
1.71,42.69,0.7,22.18,1815.0,60.17,3.01,4
2.61,54.49,0.7,33.72,2759.0,70.66,3.53,4
1.87,44.78,0.7,24.22,1982.0,62.02,3.1,4
1.15,35.19,0.7,14.85,1215.0,53.5,2.68,4
2.45,52.4,0.7,31.68,2592.0,68.8,3.44,4
3.06,60.5,0.7,39.6,3240.0,76.0,3.8,4
2.95,59.05,0.7,38.18,3124.0,74.71,3.74,4
1.65,41.78,0.7,21.29,1742.0,59.36,2.97,4
1.58,40.85,0.7,20.39,1668.0,58.53,2.93,4
1.85,44.46,0.7,23.92,1957.0,61.74,3.09,4
